,UserName,content,score,sentiment
390,Matt Crosby,"WHAT DID YOU DO TO THIS APP? Starting about a week ago, the app hangs (progress indicator spinning forever) when watching a video. That's okay -- I can skip your ads. But now the app restarts itself every two to three minutes. Randomly. Making it completely unusable. Fix this and I'll give it five stars again.",1,0
391,Christopher Gaskins,"The game is cute, and the ad boxes are not unexpected for this kind of game. However, it quickly becomes a frustrating chore. Not every box should be a 30+ second ad. Most penguins just huddle around and do not pursue the various new places you discover. Finding the penguin with the photo option is difficult. The game runs smoothly until ""ao"" after that it is a frustrating grind. The game sucks battery life like nothing I've ever seen before.",2,0
392,J B,"Beautiful app with a lot to experience but it suffers from the same shortcomings that all of these passive apps suffer from; you get to a point where the cost to upgrade things is so high that it takes forever to earn enough, and the app becomes boring and repetitive. You can't even speed it up with purchases without spending hundreds. They need to re-level the upgrade prices to keep the app entertaining",3,1
393,Hayden Hayes,"I've been greatly enjoying this game! However it's suddenly stopped properly serving me ads, any time I try to display an ad it simply goes to a black screen, forcing me to close out the app and lose any bonus I would have gotten. I've already cleared cache and local storage but to no avail! Any help for this issue?",4,1
394,Jordan Kress,"I don't review games ever but it's about time in the year 2020 we have a great, fun, stable game that's not totally ruined with ads and isn't just a game that takes your money. You can tell it's a very quality game with no issues which is very surprising considering how long I've played it and it keeps you coming back for more humbly. I use the word humble because it's a stress free game that just makes you happy as you play. You don't need to worry about a hundred ads, a subscription or anythin",5,1
395,E Abella,"Dolphins included! I'm the ultimate casual game player and I love everything about this game--your charges don't die and they feed themselves. You can enhance their living conditions by completing tasks, and they're always entertaining. The effects and artwork are wonderful--each penguin species is easily recognizable. Besides all this, your penguins bring presents to you and mine gold. Oh, and there are mummies and dinosaurs and orcas. I couldn't enjoy this game more.",5,1
396,Darko Pesic,"Devs are focused on Ads! And for game performance/optimization nobody cares. In my case, i have s10e, game graphics set on low and battery 100%. After 34min in game battery was on 82%, and phone is hot like never before. Same result with graphics set on high. Edit: Still no improvement in CPU load/battery department. Not even one other issue beside that.",4,1
397,Julie KS,"Simple, calming game that I can play by myself. I really like, but I have one gripe. You are allowed 30 decorations to be placed on the first landmass (if I remember correctly). Now that I've grown the land enormously, I'm only allowed 36 decorations. Why then bother creating them & having most of them in storage? There should be more decorations allowed per new landmass and a way to sell decorations we no longer want. I took a star away from my rating because of this.",4,1
398,Alyssa Williams,"This is literally the best idle game I have ever played. The penguins waddle around and live their best lives in the cutest little outfits. I just unlocked the little penguins and I have been sobbing uncontrollably for ten minutes because they are so adorable. There are only two suggestions I have for this game: more of the penguin info ads. I love them. I have learned so much about all the teeny fellas. Secondly, I would like to be able to name my 'guins so I can tell them apart.",5,1
399,Ryan Cottrell,"This game is terribly frustrating right now. I usually love it and will rate higher if bugs get patched, but this game is crashing so much. Open Halloween event, crash. Open birthday event, crash. Try and claim double coins from 10+ hours overnight, crash. Every single day. It would be so much more enjoyable if not for the constant problems right now. Edit: 1 star The crashing has only gotten worse. This version is very unstable. At least 8 crashes today so far. Wish the events would simply end",1,0
400,Theresa Valentine,I really enjoy this game compared to the fish one and like that they've finally have a way of expanding the decorations. I hope tho see more from this app as it grows and more features like maybe more interactions with the penguins or more facts I really enjoy the facts about the penguins but get tired of reading the same old information. The controls can be a little sensitive maybe adding a control for that would be nice too.,5,1
401,Desiree Murray,"Eh..... Honestly im really likeing the game... But im only giving it 2 stars for two reasons, reason one.....In order to get all the lil extra goodies (that im sure you NEED if you plan on NOT spending money) you HAVE to watch a ad... No other option.. Just ads... Wouldnt be so bad if 9 goodies didnt appear all at one time! Thats at least 10 to 12 min im watching ads instead of playing. #2... Dont give camera option if its gonna freeze EVERY SINGLE TIME!!!!! JESUS!!!",2,0
402,Z Yes,"I personally loved this game a lot. I normally don't rate games or post reviews but this particular game I found very nice. It has a calm peaceful asthetic, and the music and sound effects just make me happy. I also think that the behavior of the animals that you can have in this game are accurate and adorable. I highly recommend this game.",5,1
403,C. A.,"I would be at a five star rating if there were some kind of setting where I can toggle on/off the Christmas theme. I regret starting that quest because it's forever there now. I was emailed saying it would be removed with this recent update but .. well, still there. Edit: changed my rating as someone took the time to explain how to remove that Christmas setting. Back to my penguins.",5,1
404,Myra Boulware,"Overall I love this game. I have been playing about two weeks at this point. I have bought all the habitats (without spending real cash) and have maxed out all of my penguins. My concern is with earning hearts. If you are going to put a cap on the amount of penguins that one can have then there needs to be other ways in the game, other than buffs, to increase heart production. I am wanting to evolve my habitats another level at this point but it takes days to earn 1q hearts.",3,1
405,Sarah Caballero,"I've been playing this game for a long time now. This is the best daily game to play, truly. There is so much little stuff to do and the asthetic of the penguins is beautiful. If you are okay with watching a lot of ads the game progresses and flows nicely with no slow down. The decorations is a great add in as well. I always play this game while doing my homework because it doesn't need constant attention while progressing. You don't need to spend money on the game which is amazing for a game.",5,1
406,john,"This is a really fun little game. Technically it's another of these so called ""idle"" games but the effort that the devs put into it and how much they care about their users (and not just making money, there's only ads if you want to watch them) sets it apart from some other games I've played. Another point is simply watching the penguins, and watching them interact with the habitats. It's very well done",5,1
407,Finn Payton,"It's a fun little time-sink. I play it when I'm on the train, waiting for the bus, or just have nothing to do at home. It doesn't force microtransactions on you, which is a huge plus. The most it'll do is ask you to watch a 30 second ad for some in-game gold, and I'm happy to support the developers. Highly recommended.",5,1
408,Isaac,"Overall, good game. But here are the few issues I've encountered: - The field of view is too high and often creates a fish eye effect which is minimal but is noticeable after a few minutes of gameplay. - The HUD is too small and sometimes hard to read, having an option in settings to modify it's size would help greatly. - The particle effect used in the habitat leveling up animation causes minor lag and minor audio desync. - No main menu. (I had 2 more but not enough room for them)",3,1
409,Just Me,"I paid for the ""jewel pack upgrade"", received my pay pal receipt and the upgrade NEVER HAPPENED. I would have given this game 4.5 stars (the ads - omg! And the impossibilty to reach the emperor penguin level are my only complaint) but now, they've ripped me off & I have no idea who to contact or how to get the money back or the upgrade added. :( Too bad, I doubt I will finish it now. I loved this little game. 😞",3,1
410,Alice Archer,"This is a nice game, but its ad heavy & the lag is terrible even though I set it on lowest quality. It's a struggle just to get a response from any tap or swipe throughout the game & menus. Update- Thanks for responding. I keep my RAM clean as I can but I noticed an awful lag. I turned down the game graphics quality & it helped only a bit. When I tapped on something I had to tap a few times & wait. In the menus, scrolling was very slow. The graphics were also choppy & slow. Pretty game though!",1,0
411,Christian Pinch,"As far as idle games go, this is a perfectly serviceable example. Scales well, plenty of active stuff if you don't just want to let it run, good automation if you do. Micro- transactions are unobtrusive and seem reasonably priced. Ads are minority annoying but actively triggered and not that bad. Got to pay the bills somehow right? Overall this is one of the best idle games I've ever played, even discounting the focus on 'cute' penguins which doesn't click for me but might for others.",4,1
412,Sheridan Alice,"Great concept, but ruined by the half dozen functions that require you to watch an ad. My idea of serenity isn't watching ads every 1-2mins to make progress (some achievements are for functions that require ads). Additionally, in-app purchases are pretty expensive and don't remove or even reduce ads. A $10 remove ads option would be really nice, rather than up to $50 and still watching ads to move forward.",2,0
413,Boomdart,"Great peaceful game for playing on the side! I wish it were optimized better, it runs slow when you first open it but gets better after a minute or so. On a 5.5"" screen I can only tell a small difference between low and high graphics, I guess it's just a resolution setting? That's fine though. These niggling bits don't keep it from a 5 star rating though.",5,1
414,Dougie Bungard,"This is a great game held back heavily by its usage of ads. It has a great atmosphere, a large amount of polish, and is overall a rather fun and calm game. However, every 5-10 minutes, there are distracting boxes that appear, that give great in game bonuses, only after watching an ad. There is also no way to get rid of ads like in most mobile games. While most get rid of them after any store purchase, here you purchase coupons to skip them, or pay 30$ a month.",1,0
415,Kaia Sabino,This. Game. Is. So. Cute. You can zoom in on the penguins and it's just relaxing overall. A suggestion I would add is changing the music up every 30 minutes or so in the game 🐧🎶❄ It would be nice to have something else to do other than tapping the same coin button over and over again like some mini games or something though 🎮,4,1
416,Lucciano Scherr,It's a great game! But I'm not liking how long it's taking me to get to certain letters. I've spent almost 3 months on ao now.,3,1
417,K R,"Beautiful graphics, interesting environment, cute characterization. Annoying quirks like how it's designed to trick you into taking a screenshot for some reason (psssst, Habby, *nobody* cares.) I plan to keep going and see how it expands until the photo mode that interferes with gameplay gets to be too much. Kill that and it's worth five stars.",3,1
418,Juan Menendez,"The game is relaxing as people say. Beyond growing your island, though, there's nothing else to the game. What really bothers me is that you can't progress at a decent rate without ads or buying gems. Even if you're patient, the game keeps the ad notifications (ship and gifts) in your face until you give in.",2,0
419,Tomás González Aragón,"Addictive, fun at first, frustrating later on. The game is basically an ad-watching simulator. You need to watch lots of ads to be able to progress. Game doesn't require skill at all, it's a game to relax if you've got nothing better to do while you're waiting in line for something.",2,0
420,adam davis,Hey so gold and hearts don't seem to be accumulating while the game is closed. Unless the screen is open nothing is happening. Is that normal? Also yes I've upgraded stuff to auto collect... Edit...I figured it out. That hour glass thing holds the stuff until you click it. Sometimes it takes a minute to figure things out.,4,1
421,Chris E,"Cute penguins and a fun game but the math makes no sense. Gold and percentages seem arbitrary. Upgrade numbers don't add up, neither does the money letter system. Just isn't fun after a while because there's no strategy involved, it's just whatever they want you to be at and the longer you go, the more you'll have to pay to even get close to some of the achievements. As well, the longer you play, the longer it takes ads to load so you'll wait 30 seconds for the button and 25 more for the ad.",2,0
422,Sara Groom,Its a wonderful lazy tap game. I love its simplistic design and the little crafting. The adverts that most games have actually work for you in earning actual progress with suitable rewards instead of being in your face. My lack of a 5 star (though I wish I could go half star as this isn't a big issue) is that the packages to buy for extra gems and whatnot is rather expensive. And the current event special package is also a touch much. However its not a pay to win by any means.,4,1
423,Emily Elizabeth,"Fun, simple, and relaxing to play. As someone who loves penguins I had to try out this game. I'm only a few hours into it and so far I'm really liking it. The penguins are adorable and the music is very calming. A great game to play if you're feeling ill or depressed and need a little serotonin boost that doesn't require much effort. 💙",5,1
424,Katz of Void,"Very relaxing and peaceful. First off, I love penguins, so this game was interesting to start!! Second, I have high anxiety, and this game helps me calm down when I need to most! The music is so peaceful and the animals are adorable! If you're looking for a calm, relaxing game, this game is definitely for you!",5,1
425,Jessica Nicholl,"This is probably the cutest game I've ever played! I have been playing it for months and I still smile every time I click on a penguin and it honks and flaps its wings, lol. Great graphics, very laid back but still engaging enough to keep you playing. I've unlocked all the areas and purchased all of the penguins but I'm still playing bc it just makes me smile.",5,1
426,Brandi Tinsley,"This game is amazing. I have played other games similar to this and while I enjoy those I always had a hard time with the layout, but this game is perfect. I find it easy to navigate and easy to advance without having to spend real money. One of my biggest pet peeves with games is when you get to a point where it is almost impossible to advance without buying some sort of pack, but this game doesn't do that. It's also really cute and the look of the game keeps me entertained. I love it!!!",5,1
427,TEKL,"Update: Bumped up from 2 to 4 stars. I realized dev is correct. This is listed as being a soothing relaxed game which is why dl'ed it in the first place. It's pretty, has nice music and perfect for someone wanting to chill out with a mellow game. Original rating: 2 stars It was fun for a very short time then way too much wait time to get anything.",4,1
428,Jonathan Allan,Fun but the late game can drag if you don't use gems on chests for upgrades. The art style and tone are my favorite parts of the game. I could see some people saying the game is ad heavy but I think it's comparable or better than most games in this category. I recommend it.,5,1
429,TheBigbass317,"very calming and very fun game! it has a few problems that make it less enjoyable, but overall its a fun experience! my biggest suggestion to the developers is to add a camera mode where you can move the view freely up and down, and side to side so that you can frame better looking shots",3,1
430,Matthew Lewis,This would be a really good game but the lag just kills it. Someone put a lot of time into developing it but the lag makes it almost impossible to play. Screens don't or won't scroll and sometimes bonus money just disappears. I really hope they can fix it. It would have been a 4 or 5 star game.,3,1
431,Mackintoshtosh,"Absolutely love this game. It's really fun and there's adorable options and gameplay never ends. The only thing I wish was different is the pricing for events passes. Events happen so often (no complaints there since they're super fun) but the price of event passes kind of deter me from buying them. For an idle app, $10 for events feels like a bit much but I like at least having the option of small rewards without a pass",4,1
432,Opal Littman,"I kinda just go around testing games for fun. But this game is outstanding, I had to keep it. It is so fun and the penguins are so cute. Yes, there are adds here and there to earn things but that is no problem for me.i love that you can take pictures of the penguins and earn so much money for that. Overall the best game yet. I am addicted.",5,1
433,Matthew Carlson,"App won't load, developer is stupid. Brand new Google Pixel 4 1) Install app 2) Try to run app 3) App tries to connect to my Google Play Games profile, but it's stuck loading. 4) Uninstall and reinstall 5) Repeat steps 3-4 a couple times 6) Emailed the developer with: - my issue - my symptoms - my device specs The developer emailed me back and said something like,""Please check the network or reinstall and try again. Thank you for playing."" I'm not playing, idiots...",1,0
434,Steven Soviet,"Top tier idle game that rivals abyssrium in my opinion only problem is the pass for the other half of the first anneversary items are paid and there is no way to use gems to purchase the pass for say example 10000 gems. I think making it purchaseable by gems and with money because free to play players will have to save up mostly watching the ads to accumalate that many gems, and the devs make money either way. Do consider making the event passes also purchaseable with some high amount of gems.",5,1
435,Jaime Herrman,I love this game. It's a lot of fun and has the perfect balance of advancement vs the time it takes to work toward it. I have over 50 games on my phone and this one is by far my favorite after only a short time playing it. Penguins are my favorite animal and this is the only penguin game I've actually enjoyed. Heavily recommend.,5,1
436,Lucas Schmidt,Fun at first but progress becomes severely dimished after reaching the hot air balloon. A prestige system other than penguin hearts is definitely needed. A lot of the things that make the game unique become dull because the amount of penguins that can be spawned is capped and the amount of props is capped at 30 rendering crafting useless after a few days of playing.,3,1
437,retired one,"The game is beautifu and has a very unique perspective when it comes to idle games. However, the game is very laggy and the camera angles and zoom are a bit difficut at best, possibly becaus of the lag. If these issues are improved I'll have no problem changing my rating to a five 5. I can't wait to see what else the devs have coming for this title.",4,1
438,Jessica Key-Olmsted,"This game was amazing. I got to play it for a few days and absolutely loved it. Unfortunately, after I transferred the app to my SD card, it would load and then crash. I will definitely reinstall if that bug is fixed. Keeping it in internal storage isn't an option due to limited space so it needs to be able to run while stored in external memory. I really hope this is resolved as I would LOVE to keep playing. Thanks!",3,1
439,Kenneth Tarmann,"The game is cute and innocent at the beginning and yes, you could theoretically just sit and watch a lone penguin wander around but you can also just sit and watch Mario stand around. There are no interactions beside placing decorations, you have no control over penguin actions and your phone will become a non-stop ad streaming machine before you are anywhere near halfway through the achievement list. The more you add to your island the faster the game will eat your battery even on eco mode.",2,0
440,Jen,"I really liked this at the start because it was pretty easy to level up. I loved the satisfaction of getting new penguins and environments for them. And then things started to get leaps and bounds more expensive and I was maxing out on penguins before I could get more environments. The Whales Nest is proving very difficult to get to and it's making me want to play the game less and less, since progress has grinded to a halt on all fronts",4,1
441,Maria Cabrera,"This game is so beautiful!! I just started out and it's great. There are no lives (for example, five lives in candy crush) so you can play all day. It's calming. The music is beautiful and it feels great to build my own world. There are ads only if you want the bonuses that come up, but they aren't invasive at all. Totally recommend!!!",5,1
442,Synonym Roll,"This is a great little game. Very calming music/ambience, charming graphics, and progression has felt pretty good. However, the progression is heavily tied to watching ads, which can be a little frustrating. I would absolutely pay for instant gift box rewards without ads. A fun mobile game overall!",4,1
443,Ally Ketch,"I give it three stars because I do enjoy this game, however. It's stopped letting me view ads. Ads aren't a thing that bothers me, the black screen with the white X block bother me. I'm not getting my rewards from watching ads and I'm losing the opportunity to earn said reward. I've uninstalled, restarted, reinstalled and tried with and without WiFi. Nothing seems to work.",3,1
444,Tracie Scheel,"I thoroughly enjoy this game! It's really well done as an idle game so you don't have to tend to it constantly, but there are things you can do if you want. Not to mention it's absolutely adorable and the penguins are accurate to their real life counterparts! I even enjoy zooming in and just watching them waddle around. Such a cute game, and well executed!",5,1
445,Vanessa McGrane,"I love this game! I love how u can keep growing ur island, but a lot of things are expensive. One more thing I dont really care for is u cant really move ur screen to see all the different glaciers. Other than that, I think it is a great way to spend ur extra time.",4,1
446,Don Van,"You start to hit a wall around the 12th Habitat unlocked. By this point, penguin upgrades are now maxed out. You're forced to watch 30 second ads every 5 minutes in order to progress. Or do the quests that will require you to check your phone every 2 minutes for boxes which defeats the purpose of an idle game...",2,0
447,kal P,"It's very slow and repetitive, the graphics and music are beautiful but there are way too many ads it makes the game almost unplayable that's the majjn reason I'm u installing, I spent about 4 dollars on In game purchases and I'm sure with no ads more people would buy stuff tooif ads were removed, the ads are way too much! Also the game does not have any specific challanges, you literally just click on stuff to redeem rewards and watch ads (the same ads over and over) theirs no challanges....",1,0
448,Alejandro Baldemoore,"+3 stars coz I am hooked on this game. -1 star coz the other islands dissapear from frame when zoomed out. I saved and gave a lot of time for those islands to be hidden. -1 star coz you can only play it PORTRAIT MODE. It doesnt flip to Landscape mode, which doesnt make sense coz with all the islands to be completed, it would fit on landscape mode. I hate it that I have to scroll back and forth so much to scan my islands and see my penguins in one glance. Zoomed out they all look like blackdots",3,1
449,jsho574,"The experience of Penguin Isle is mostly good. There are ads involved but I overall enjoyed the system implemented as the reward increases to be temping most of the time. They also give you plenty of the free currency in game through quest. The negatives, you only have 150 mins of idle time collection when you are away. I understand why there would be a limit to it but a higher number like 300 would really be rewarding to come back to or let me upgrade the idle time. It really drains battery.",4,1
450,Yoda Man,"A nice, cute, and relaxing game. The reason for 1 star is simple -- the pricing in the store is everything wrong with mobile gaming. To get all the packages, it would cost just under $111, which is more than a vastly-superior current-gen console game, and this is after watching TONS of ads. If the cost was like 10-20% of what it is now, it would be a lot more reasonable. And $30 a MONTH for no ads?! 🤬 STOP LOCKING HOLIDAY STUFF BEHIND PAY WALLS, YOU GREEDY ****S!",1,0
451,The Ocanas Boyz,"Love the game. I'm pretty far into it, but lately the only quests I've been getting are to level up the fishing spot. Problem is it currently costs 160.73cb for 1 level up on the fishing spot and everything else is at 31.58cb. Also I'm only making 6.74ca, this wouldn't really be a problem but I'm using all of my gems to buy creatures instead of chests like normal. Only got the Lucky Bag, Rudolph, Bell and Xmass Tree penguins left got all the rest even the recipe.",5,1
452,gabe,"This is literally my favorite game. Its calming, it's cute, and the frequent updates help add to the playability. It's so refreshing to have a game where I dont feel like I'm being constantly explioted so random app developers can make money. With this game I'm happy to watch a few ads when I feel like it because its supporting people who made something that can be such a source for joy.",5,1
453,Kaori Ibinyopakaka,"Best game ever so calming and relaxing but can there be like a puzzle or game that you can do to earn coins, also can you make a dress up option so you can dress up the worker penguins in different outfits that go with there job. I say worker penguin 🐧 because the citizen penguin would take so long cause I have so much penguins so please only the workers I don't want you guys to put too much work cause you already did. Either way I give this 5000000000000000 stars ✨",5,1
454,Gaki Aqaa,"This is one of the best time passing games I've played to date. The style is beautiful and while the mechanics aren't the most original there's still something so unique and charming about it. It's simple, keeps you busy, is weirdly calming, and down right freaking adorable.",5,1
455,Domonic Thomas,"It's like Egg Inc., but less work (you don't have to break your thumb constantly pumping out more chickens) as everything is automated (once you level up enough and that feature comes fairly early), the soothing music is definitely a plus, the penguins (I must admit) are much more adorable looking than chickens lol, and you don't have to prestige out and start all over. I've only been playing for less than a day now, but this one looks like a keeper 👍. Less ads and I would've given 5 stars.",4,1
456,Meadow Violet,"Update: Changed 3 to 4. If you don't like adds, you don't have to click. Just clicking the hearts above the penguins, listening to the music, and watching different penguins and animals walking around is relaxing. Love the game, but the decorations area is glitchy. It says I have less than 30 items active, but says I'm at my max of 30. I removed all but 2 decorations, but it says I have 7 active. If not for this frustrating issue, I'd give it a 5 for music, relaxation, and beautiful graphics.",4,1
457,Matthew,"This is such an amazing game, I absolutely recommend it! The music is so nice and the game in general is super relaxing. It's not at all hard to figure out, and best of all, there aren't any ads interrupting gameplay. The only ads you encounter are ones you choose to watch to get things that you can get without them, although it's faster with the ads. Everything about the game looks great, and it's super cute as well!",5,1
458,Ikayuro,"I really want to love this game; I do. But after you unlock the antarctic base, as another reviewer said, any forward progress just stops. You can't buy more penguins, which means you have a low heart gain, so you can't upgrade the exhibits, and the penguins cost too much more to level compared to what they give back. I get that the developers probably did it on purpose, but this game just becomes a question of ""how many ads do I feel like watching today?"" And the fun is lost.",2,0
459,Kathleen Tolbert,"Relaxing game. Cute penguins. What more do you need to know. Note: the game does reach a point where it takes a long time to build up the coins needed to expand the island. But, there are a lot of cute objects to build and decorate your current islands with and the developers have included mini-games that make it worth logging into the app each day for five minutes.",5,1
460,carlos Palacios,I was genuinely happy to see that after watching who knows how many ads I was able to upgrade a few things with the latest update. No the developers punished me taking me back the awful grind just to level one thing. Honestly is just pure disappointment. After spending so much time on this game. The tease we had was the breaking point for me. Just delete the app. There's better apps out there that won't punish you for their mistake.,1,0
461,Brent Roraback,UPDATE: Unplayable on a Pixel 3a. No dynamic content will load. Crashes in 30 seconds or less. Guessing it has to do with the ads SDK (anything ad related seems to cause a crash before any ad content loads). Uninstalled. I like the game but for the past few days it's been crashing constantly. I'm lucky if it will stay open for 90 seconds. (Running Android 11 on a Pixel 3a),1,0
462,.,"the penguins and other creatures are very cute, it's entertaining just watching them. the game itself is very simple and relaxing, although you do kind of have to watch ads just to make any progress. however, it's such a cozy game I really don't mind supporting the devs. looking forward to the new event!",5,1
463,Al Manzil,"I gave 5 star before but not anymore. Everything was going well. I don't know what happened with the upset that resulted being reverted back. But after that even with all the ""free"" gifts, my whole game is messed up. I'm super stuck my heart is stuck. The next upgrade for heart, gold is so far away. This ""reverted update"", messed my whole game up. I spend literally countless hours in last 3-4 days to get where I am so I can get my last two island as quick as possible. I feel so sad it's all wast",1,0
464,Alex Pemberton,"I personally don't mind the ads, it's a enjoyable relaxing game and if we are just idling on an idle game we might as well watch an ad or two, the devs deserve some monetization. The major problem I have with this game is that ever since I redownloaded it a few days ago and used up my ad tickets, the watch ad button has been greyed out and I have been unable to watch any ads at all, drastically slowing down any progress I would get from the ship or heart gift box. Please fix!",3,1
465,Zachary Furman,I love this game I play it every night before bed to collect everything. However I knocked stars for a few reasons. 1 youre going to have to watch a minimum of 7 adds to collect everything & quite often. 2 the new updates are adding tons of cool items & thats awesome! But the limit of items on the map is only 30. Thats nothing when some items take up to 5 slots. Also they recently updated that you can purchase more than 20 penguins of the same species but limited the map. And few other reasons.,3,1
466,Kara Yamori,"Responsible use of ads, all voluntarily and give a pretty decent rewards. Worth sitting through to help your little penguins and support the developer. 12 ads gives $1 worth of gems on top of the other goodies you get from it, not that bad at all, there's no pressure to pay for anything. Gameplay is your typical idle/clicker but with penguins! If you're into idles and love penguins it's worth trying. Has the feel of a meditative idle.",5,1
467,Chloe,"It's so calming and really helps with my anxiety. After a long day it's so great to play this game and just take care of my penguins and my animals! The challenges are hard but not so hard that they're discouraging, you can complete them without having to spend money on stuff like other apps. The graphics and art style are super cute too. This is honestly my favorite app/game I've ever downloaded!",5,1
468,Rhiannon De Falco,If I could give this game more than 5 stars I would. The penguins are ridiculously adorable. It's super easy to upgrade. It's your choice to watch ads and when you do you always get something for it. Cool events too! The best part is watching the penguins interact with the island and items you put down. Huge props to the creators for all the wonderful small details that make this game so wonderful to play. 💗,5,1
469,Noelle Natoli,"The rating I would give the app is 4 out of 5 stars. The app is described in the app store as a relaxing and healing game with a comforting melody of music and ocean waves playing in the background and rated is E for everyone. The game has no consequences as you are just decorating, upgrading, and hatching penguins on the iceberg. This accompanied with the calming music, sound of waves and cute penguins make for a very relaxing game/app.",4,1
470,Elijah Filice,"Overall, this game is very similar to the My Oasis and Abbysirum games; hence, it is very entertaining and engaging. However, as a recommendation to the developers, could you make the habitats and overall aesthetic a bit more realistic? The humanlike habitat penguins look bizzare next to the realistic movements of the regular penguins. An improvement I would like to see in particular would be changing the fisherpenguin's design, making it dive for fish like a real penguin instead of using a rod.",5,1
471,dzlandis,"I love this game! It's like the cure to depression. If your going through a hard time because of COVID-19, this is the game for you. The music is calm and relaxing and the gameplay is smooth and intuitive. This game is so amazing that it made me right a review because I can't control how much I love it. I don't usually write reviews. The ad count is just right and barely noticeable. Seriously, download this game! It's the cure to life.",5,1
472,Christina Bridwell,"So I find the game very relaxing and fun to watch but why in the world would you give so many decorating items , so many choices! Limit the items you can actually decorate with and then have an event that offers more decorateing items! Fix this so you can decorate all of the islands and you what you build and I will change to 5 stars but not until. And I sure wont spend money on it until then.",1,0
473,Zangst,"I enjoy this casual game, but during events, daily event items don't reset. You end up watching pointless ads for a few measly amount of items. Example, the daily Sakura leaves are supposed to reset every 24 hours after you've claimed them. Its been 3 days, and the counter still says 10.5 hours! How can you save up for the event penguins if you're having to spend all your leaves on the quests? No way am I spending my gems for it. Support is nonexistent too. No reply to issues u encounter.",2,0
474,Violet,"A personal favorite! It doesn't inturrupt you with ads, but can speed up gameplay by choosing to watch some for perks. This is an app I would genuinely consider spending on (if I had money to do so) because of its uninvasive approach. It's calming and easygoing; something which other apps can learn from.",5,1
475,Jackson Downing,"I love this game, it's very calming and fun. Definitely a 5 star experience, except for the ads. I get that ads make money, but they can be invasive sometimes. For example, I have a quest to use a whale summon which you have to watch an ad for. I can't skip it and I can't progress without it. Other than that minor inconvenience, 5 star game. With that inconvenience, 4 star game",4,1
476,LaughingElite,I love this game. Its cute fun and overall just a joy to play. Barely any ads at all. But I have 1 big problem with the game. Everytime I watch an ad to claim a prize my game crashes and I don't get the money. Its been an issue in other games too but I can't really progress much because of it. If they fix this I would give 5 stars.,3,1
477,Ry Guy,The game has great graphics and music but the advertisements are the only way you can get real advancement after a while. At least 40% of the game consists of watching advertisements. It kind of loses a lot of the initial charm after you unlock the first three habitats. It's still a great game but it would be perfect without the ads.,3,1
478,William Mauritsen,"Awesome game, I cant stop playing it. The penguins are very funny and the colors in the game are very calming. One thing I noticed that was wrong was the movement of the penguins when transitioning to a higher elevation, swimming, and sliding is a little bit sloppy and not so life like. Other than that, cool game!",5,1
479,Christopher Borchers,"The most recent inclusion of a battle pass system disguised as a 'Summer Holiday Event' shows that this game is trying to be more than what it is. The greatest shame is that no one asked for this. Where I would have bragged of this game's elegance and simplicity only two days ago, now I would hesitate to recommend it. It does what it does well and deserves no less than 3 stars, but be on the lookout for more instances where this game intends to sellout and chase hype rather than vision.",3,1
480,Dee Bailey,"I have been playing this game since it came out but, as another poster stated, it is no longer fun because I cannot progress any further in the game. I keep upgrading my habitats but no progress in a couple of months. And I am not sure about the Workshop. That is pretty boring. It would be nice if the items that are being built could be sold. I am at a standstill so it seems pointless to keep playing anymore. This game could still be a great game if the developers would make some changes to make progression easier. For now, I will be moving on to another game. Sure will miss my penguins though.",2,0
481,Jackie Skotnik,"I like the game. Customer service is lacking. I reported an apparent glitch. I was given the brush off. Finally after several emails, my husband - a software developer - emailed. Every time I created a new regular penguin, I lost a regular penguin. This kept raising the price of penguins, so I've been losing money. The game won't tell you you've reached the max on penguins and let's you keep creating without any warning about losing penguins. This is ""current game design."" Bad form!",2,0
482,Dana,"Cute game! It's fun to watch the penguins and build their home. Ads are annoying and are entirely optional but gets you free ""premium"" content. One issue or bug I noticed is sometimes after the ad is finished, the ambient game music doesn't go back on and I have to switch it on manually on the decorating menu. Hoping the developers can fix that in an update.",4,1
483,T. Payne,"I really wanted to enjoy this game, I loooove penguins! However this game is riddled with glitches and some of them can be malicious and game ruining. Recently a timer for an event glitched and I missed out on the last items in the event because I believed I had more time to complete it. I emailed the developer and they gave me a few gems as compensation but didn't seem to care at all that I was missing the items that I had actually paid money for. After that I couldn't go back.",1,0
484,Daniel Griffith,"It's beautiful and calming until you realize it's just an enticement to watch as many ads as you can to make progress. I played until my coins were in the i/j/k level. It was fun while it lasted, but when I realized that I *wanted* to watch ads, I knew it was over. I have no other issues with it. It's very well done.",3,1
485,James Mustain,"This is a great little game. It's beautiful. All of the ads here are optional and rewarded with a bonus, no forced ad viewing. The game is reasonably fun. It's really neat to see the penguins moving little trinkets around to decorate while you play.",4,1
486,Maree McLerran,this game is so relaxing but it keeps you on your toes at the same time! the graphics are so cute and it's a lot of fun because it's easy but challenging too! this game is perfect because you don't have to play it 24/7 but you can if you want and it won't get boring! i absolutely recommend this game 11/10 stars🤩💖,5,1
487,Tae Park,"Fun and reasonable amount of ad. It will stay as 5 stars as long as the game lets me enjoy the game. I understand I need to click ad to stay playing free. I will help the dev team as much as I can by clicking ads gladly, as long as they stay reasonable with me. Thank you for a beautiful game.",5,1
